"studyName","Name","Latitude (º)","Longitude (º)","Grid code","Notes"
"Sampling Grid",220.250,-67.48617,-70.00856,2,
"Sampling Grid",220.300,-67.45366,-70.08894,2,
"Sampling Grid",220.350,-67.42112,-70.1691,2,
"Sampling Grid",220.400,-67.38854,-70.24905,2,
"Sampling Grid",220.450,-67.35592,-70.32877,2,
"Sampling Grid",220.500,-67.32326,-70.40827,2,
"Sampling Grid",220.550,-67.29056,-70.48756,2,
"Sampling Grid",220.600,-67.25783,-70.56664,2,
"Sampling Grid",220.650,-67.22506,-70.64549,2,
"Sampling Grid",220.700,-67.19226,-70.72414,2,
"Sampling Grid",220.750,-67.15941,-70.80257,2,
"Sampling Grid",220.800,-67.12653,-70.88078,2,
"Sampling Grid",220.850,-67.09361,-70.95878,2,
"Sampling Grid",220.900,-67.06066,-71.03657,2,
"Sampling Grid",220.950,-67.02767,-71.11415,2,
"Sampling Grid",220.100,-66.99465,-71.19152,2,
"Sampling Grid",220.105,-66.96159,-71.26868,2,
"Sampling Grid",220.110,-66.92849,-71.34563,2,
"Sampling Grid",220.115,-66.89536,-71.42238,2,
"Sampling Grid",220.120,-66.8622,-71.49891,2,
"Sampling Grid",220.125,-66.82899,-71.57524,2,
"Sampling Grid",220.130,-66.79576,-71.65136,2,
"Sampling Grid",220.135,-66.76249,-71.72727,2,
"Sampling Grid",220.140,-66.72918,-71.80298,2,
"Sampling Grid",220.145,-66.69584,-71.87849,2,
"Sampling Grid",220.150,-66.66247,-71.95379,2,
"Sampling Grid",220.155,-66.62906,-72.02889,2,
"Sampling Grid",220.160,-66.59562,-72.10378,2,
"Sampling Grid",220.165,-66.56215,-72.17848,2,
"Sampling Grid",220.170,-66.52864,-72.25297,2,
"Sampling Grid",220.175,-66.4951,-72.32726,2,
"Sampling Grid",220.180,-66.46152,-72.40136,2,
"Sampling Grid",220.185,-66.42791,-72.47525,2,
"Sampling Grid",220.190,-66.39427,-72.54895,2,
"Sampling Grid",220.195,-66.3606,-72.62244,2,
"Sampling Grid",220.200,-66.3269,-72.69575,2,
"Sampling Grid",225.000,-67.61702,-69.51863,2,
"Sampling Grid",225.500,-67.58476,-69.60013,2,
"Sampling Grid",225.100,-67.55245,-69.68141,2,
"Sampling Grid",225.150,-67.5201,-69.76247,2,
"Sampling Grid",225.200,-67.48772,-69.8433,2,
"Sampling Grid",225.250,-67.45529,-69.92392,2,
"Sampling Grid",225.300,-67.42283,-70.00431,2,
"Sampling Grid",225.350,-67.39033,-70.08449,2,
"Sampling Grid",225.400,-67.35779,-70.16445,2,
"Sampling Grid",225.450,-67.32521,-70.24419,2,
"Sampling Grid",225.500,-67.29259,-70.32371,2,
"Sampling Grid",225.550,-67.25994,-70.40302,2,
"Sampling Grid",225.600,-67.22725,-70.48211,2,
"Sampling Grid",225.650,-67.19452,-70.56099,2,
"Sampling Grid",225.700,-67.16176,-70.63965,2,
"Sampling Grid",225.750,-67.12896,-70.7181,2,
"Sampling Grid",225.800,-67.09612,-70.79634,2,
"Sampling Grid",225.850,-67.06324,-70.87436,2,
"Sampling Grid",225.900,-67.03033,-70.95217,2,
"Sampling Grid",225.950,-66.99738,-71.02978,2,
"Sampling Grid",225.100,-66.9644,-71.10717,2,
"Sampling Grid",225.105,-66.93138,-71.18435,2,
"Sampling Grid",225.110,-66.89833,-71.26133,2,
"Sampling Grid",225.115,-66.86523,-71.33809,2,
"Sampling Grid",225.120,-66.83211,-71.41465,2,
"Sampling Grid",225.125,-66.79895,-71.491,2,
"Sampling Grid",225.130,-66.76575,-71.56715,2,
"Sampling Grid",225.135,-66.73252,-71.64309,2,
"Sampling Grid",225.140,-66.69926,-71.71883,2,
"Sampling Grid",225.145,-66.66596,-71.79436,2,
"Sampling Grid",225.150,-66.63262,-71.86969,2,
"Sampling Grid",225.155,-66.59926,-71.94482,2,
"Sampling Grid",225.160,-66.56586,-72.01974,2,
"Sampling Grid",225.165,-66.53242,-72.09446,2,
"Sampling Grid",225.170,-66.49895,-72.16899,2,
"Sampling Grid",225.175,-66.46545,-72.24331,2,
"Sampling Grid",225.180,-66.43192,-72.31743,2,
"Sampling Grid",225.185,-66.39835,-72.39136,2,
"Sampling Grid",225.190,-66.36475,-72.46509,2,
"Sampling Grid",225.195,-66.33111,-72.53862,2,
"Sampling Grid",225.200,-66.29745,-72.61195,2,
"Sampling Grid",230.000,-67.58589,-69.43414,2,
"Sampling Grid",230.500,-67.55367,-69.51565,2,
"Sampling Grid",230.100,-67.5214,-69.59694,2,
"Sampling Grid",230.150,-67.4891,-69.67801,2,
"Sampling Grid",230.200,-67.45675,-69.75886,2,
"Sampling Grid",230.250,-67.42437,-69.83949,2,
"Sampling Grid",230.300,-67.39195,-69.9199,2,
"Sampling Grid",230.350,-67.35949,-70.00009,2,
"Sampling Grid",230.400,-67.32699,-70.08007,2,
"Sampling Grid",230.450,-67.29446,-70.15982,2,
"Sampling Grid",230.500,-67.26188,-70.23936,2,
"Sampling Grid",230.550,-67.22927,-70.31869,2,
"Sampling Grid",230.600,-67.19662,-70.3978,2,
"Sampling Grid",230.650,-67.16394,-70.47669,2,
"Sampling Grid",230.700,-67.13121,-70.55538,2,
"Sampling Grid",230.750,-67.09845,-70.63385,2,
"Sampling Grid",230.800,-67.06565,-70.7121,2,
"Sampling Grid",230.850,-67.03282,-70.79015,2,
"Sampling Grid",230.900,-66.99995,-70.86798,2,
"Sampling Grid",230.950,-66.96704,-70.94561,2,
"Sampling Grid",230.100,-66.9341,-71.02302,2,
"Sampling Grid",230.105,-66.90112,-71.10023,2,
"Sampling Grid",230.110,-66.86811,-71.17723,2,
"Sampling Grid",230.115,-66.83506,-71.25402,2,
"Sampling Grid",230.120,-66.80197,-71.3306,2,
"Sampling Grid",230.125,-66.76885,-71.40698,2,
"Sampling Grid",230.130,-66.7357,-71.48315,2,
"Sampling Grid",230.135,-66.70251,-71.55912,2,
"Sampling Grid",230.140,-66.66928,-71.63488,2,
"Sampling Grid",230.145,-66.63603,-71.71044,2,
"Sampling Grid",230.150,-66.60273,-71.78579,2,
"Sampling Grid",230.155,-66.56941,-71.86095,2,
"Sampling Grid",230.160,-66.53604,-71.9359,2,
"Sampling Grid",230.165,-66.50265,-72.01065,2,
"Sampling Grid",230.170,-66.46922,-72.0852,2,
"Sampling Grid",230.175,-66.43576,-72.15956,2,
"Sampling Grid",230.180,-66.40226,-72.23371,2,
"Sampling Grid",230.185,-66.36874,-72.30767,2,
"Sampling Grid",230.190,-66.33517,-72.38142,2,
"Sampling Grid",230.195,-66.30158,-72.45498,2,
"Sampling Grid",230.200,-66.26795,-72.52835,2,
"Sampling Grid",235.000,-67.55472,-69.34987,2,
"Sampling Grid",235.500,-67.52253,-69.43139,2,
"Sampling Grid",235.100,-67.49031,-69.5127,2,
"Sampling Grid",235.150,-67.45805,-69.59378,2,
"Sampling Grid",235.200,-67.42575,-69.67464,2,
"Sampling Grid",235.250,-67.39341,-69.75528,2,
"Sampling Grid",235.300,-67.36103,-69.83571,2,
"Sampling Grid",235.350,-67.32861,-69.91591,2,
"Sampling Grid",235.400,-67.29615,-69.9959,2,
"Sampling Grid",235.450,-67.26366,-70.07567,2,
"Sampling Grid",235.500,-67.23113,-70.15523,2,
"Sampling Grid",235.550,-67.19856,-70.23457,2,
"Sampling Grid",235.600,-67.16595,-70.3137,2,
"Sampling Grid",235.650,-67.1333,-70.39262,2,
"Sampling Grid",235.700,-67.10062,-70.47132,2,
"Sampling Grid",235.750,-67.0679,-70.54981,2,
"Sampling Grid",235.800,-67.03515,-70.62808,2,
"Sampling Grid",235.850,-67.00235,-70.70615,2,
"Sampling Grid",235.900,-66.96953,-70.784,2,
"Sampling Grid",235.950,-66.93666,-70.86165,2,
"Sampling Grid",235.100,-66.90376,-70.93908,2,
"Sampling Grid",235.105,-66.87082,-71.01631,2,
"Sampling Grid",235.110,-66.83785,-71.09333,2,
"Sampling Grid",235.115,-66.80484,-71.17015,2,
"Sampling Grid",235.120,-66.77179,-71.24675,2,
"Sampling Grid",235.125,-66.73871,-71.32316,2,
"Sampling Grid",235.130,-66.7056,-71.39935,2,
"Sampling Grid",235.135,-66.67245,-71.47534,2,
"Sampling Grid",235.140,-66.63927,-71.55113,2,
"Sampling Grid",235.145,-66.60605,-71.62672,2,
"Sampling Grid",235.150,-66.57279,-71.7021,2,
"Sampling Grid",235.155,-66.53951,-71.77728,2,
"Sampling Grid",235.160,-66.50619,-71.85226,2,
"Sampling Grid",235.165,-66.47283,-71.92704,2,
"Sampling Grid",235.170,-66.43944,-72.00162,2,
"Sampling Grid",235.175,-66.40602,-72.076,2,
"Sampling Grid",235.180,-66.37256,-72.15018,2,
"Sampling Grid",235.185,-66.33908,-72.22417,2,
"Sampling Grid",235.190,-66.30555,-72.29796,2,
"Sampling Grid",235.195,-66.272,-72.37155,2,
"Sampling Grid",235.200,-66.23841,-72.44494,2,
"Sampling Grid",240.000,-67.5235,-69.26582,2,
"Sampling Grid",240.500,-67.49135,-69.34736,2,
"Sampling Grid",240.100,-67.45917,-69.42867,2,
"Sampling Grid",240.150,-67.42695,-69.50976,2,
"Sampling Grid",240.200,-67.3947,-69.59064,2,
"Sampling Grid",240.250,-67.3624,-69.67129,2,
"Sampling Grid",240.300,-67.33006,-69.75173,2,
"Sampling Grid",240.350,-67.29768,-69.83195,2,
"Sampling Grid",240.400,-67.26527,-69.91196,2,
"Sampling Grid",240.450,-67.23282,-69.99174,2,
"Sampling Grid",240.500,-67.20033,-70.07132,2,
"Sampling Grid",240.550,-67.1678,-70.15067,2,
"Sampling Grid",240.600,-67.13523,-70.22982,2,
"Sampling Grid",240.650,-67.10263,-70.30875,2,
"Sampling Grid",240.700,-67.06999,-70.38747,2,
"Sampling Grid",240.750,-67.03731,-70.46598,2,
"Sampling Grid",240.800,-67.00459,-70.54427,2,
"Sampling Grid",240.850,-66.97184,-70.62236,2,
"Sampling Grid",240.900,-66.93905,-70.70023,2,
"Sampling Grid",240.950,-66.90623,-70.7779,2,
"Sampling Grid",240.100,-66.87337,-70.85536,2,
"Sampling Grid",240.105,-66.84047,-70.9326,2,
"Sampling Grid",240.110,-66.80754,-71.00965,2,
"Sampling Grid",240.115,-66.77457,-71.08648,2,
"Sampling Grid",240.120,-66.74157,-71.16311,2,
"Sampling Grid",240.125,-66.70853,-71.23954,2,
"Sampling Grid",240.130,-66.67545,-71.31576,2,
"Sampling Grid",240.135,-66.64234,-71.39178,2,
"Sampling Grid",240.140,-66.6092,-71.46759,2,
"Sampling Grid",240.145,-66.57602,-71.5432,2,
"Sampling Grid",240.150,-66.54281,-71.61861,2,
"Sampling Grid",240.155,-66.50956,-71.69382,2,
"Sampling Grid",240.160,-66.47628,-71.76882,2,
"Sampling Grid",240.165,-66.44296,-71.84363,2,
"Sampling Grid",240.170,-66.40962,-71.91824,2,
"Sampling Grid",240.175,-66.37623,-71.99265,2,
"Sampling Grid",240.180,-66.34282,-72.06686,2,
"Sampling Grid",240.185,-66.30937,-72.14087,2,
"Sampling Grid",240.190,-66.27589,-72.21469,2,
"Sampling Grid",240.195,-66.24237,-72.28831,2,
"Sampling Grid",240.200,-66.20882,-72.36173,2,
"Sampling Grid",245.000,-67.49223,-69.18199,2,
"Sampling Grid",245.500,-67.46013,-69.26354,2,
"Sampling Grid",245.100,-67.42799,-69.34486,2,
"Sampling Grid",245.150,-67.39581,-69.42597,2,
"Sampling Grid",245.200,-67.3636,-69.50685,2,
"Sampling Grid",245.250,-67.33134,-69.58752,2,
"Sampling Grid",245.300,-67.29905,-69.66797,2,
"Sampling Grid",245.350,-67.26671,-69.74821,2,
"Sampling Grid",245.400,-67.23434,-69.82822,2,
"Sampling Grid",245.450,-67.20193,-69.90803,2,
"Sampling Grid",245.500,-67.16948,-69.98761,2,
"Sampling Grid",245.550,-67.13699,-70.06699,2,
"Sampling Grid",245.600,-67.10447,-70.14615,2,
"Sampling Grid",245.650,-67.0719,-70.2251,2,
"Sampling Grid",245.700,-67.0393,-70.30383,2,
"Sampling Grid",245.750,-67.00667,-70.38236,2,
"Sampling Grid",245.800,-66.97399,-70.46067,2,
"Sampling Grid",245.850,-66.94128,-70.53878,2,
"Sampling Grid",245.900,-66.90854,-70.61667,2,
"Sampling Grid",245.950,-66.87575,-70.69436,2,
"Sampling Grid",245.100,-66.84293,-70.77183,2,
"Sampling Grid",245.105,-66.81008,-70.8491,2,
"Sampling Grid",245.110,-66.77718,-70.92617,2,
"Sampling Grid",245.115,-66.74426,-71.00303,2,
"Sampling Grid",245.120,-66.71129,-71.07968,2,
"Sampling Grid",245.125,-66.67829,-71.15613,2,
"Sampling Grid",245.130,-66.64526,-71.23237,2,
"Sampling Grid",245.135,-66.61219,-71.30841,2,
"Sampling Grid",245.140,-66.57909,-71.38425,2,
"Sampling Grid",245.145,-66.54595,-71.45988,2,
"Sampling Grid",245.150,-66.51278,-71.53532,2,
"Sampling Grid",245.155,-66.47957,-71.61055,2,
"Sampling Grid",245.160,-66.44633,-71.68558,2,
"Sampling Grid",245.165,-66.41305,-71.76042,2,
"Sampling Grid",245.170,-66.37974,-71.83505,2,
"Sampling Grid",245.175,-66.3464,-71.90949,2,
"Sampling Grid",245.180,-66.31302,-71.98373,2,
"Sampling Grid",245.185,-66.27961,-72.05777,2,
"Sampling Grid",245.190,-66.24617,-72.13161,2,
"Sampling Grid",245.195,-66.2127,-72.20526,2,
"Sampling Grid",245.200,-66.17919,-72.27872,2,
"Sampling Grid",250.000,-67.46092,-69.09839,2,
"Sampling Grid",250.500,-67.42886,-69.17994,2,
"Sampling Grid",250.100,-67.39677,-69.26128,2,
"Sampling Grid",250.150,-67.36463,-69.34239,2,
"Sampling Grid",250.200,-67.33245,-69.42329,2,
"Sampling Grid",250.250,-67.30024,-69.50397,2,
"Sampling Grid",250.300,-67.26799,-69.58443,2,
"Sampling Grid",250.350,-67.23569,-69.66468,2,
"Sampling Grid",250.400,-67.20336,-69.74471,2,
"Sampling Grid",250.450,-67.17099,-69.82452,2,
"Sampling Grid",250.500,-67.13859,-69.90413,2,
"Sampling Grid",250.550,-67.10614,-69.98352,2,
"Sampling Grid",250.600,-67.07366,-70.06269,2,
"Sampling Grid",250.650,-67.04114,-70.14166,2,
"Sampling Grid",250.700,-67.00858,-70.22041,2,
"Sampling Grid",250.750,-66.97598,-70.29895,2,
"Sampling Grid",250.800,-66.94335,-70.37728,2,
"Sampling Grid",250.850,-66.91068,-70.4554,2,
"Sampling Grid",250.900,-66.87797,-70.53332,2,
"Sampling Grid",250.950,-66.84523,-70.61102,2,
"Sampling Grid",250.100,-66.81245,-70.68852,2,
"Sampling Grid",250.105,-66.77963,-70.76581,2,
"Sampling Grid",250.110,-66.74678,-70.8429,2,
"Sampling Grid",250.115,-66.7139,-70.91977,2,
"Sampling Grid",250.120,-66.68097,-70.99645,2,
"Sampling Grid",250.125,-66.64801,-71.07292,2,
"Sampling Grid",250.130,-66.61502,-71.14918,2,
"Sampling Grid",250.135,-66.58199,-71.22525,2,
"Sampling Grid",250.140,-66.54893,-71.30111,2,
"Sampling Grid",250.145,-66.51583,-71.37677,2,
"Sampling Grid",250.150,-66.4827,-71.45223,2,
"Sampling Grid",250.155,-66.44953,-71.52749,2,
"Sampling Grid",250.160,-66.41633,-71.60254,2,
"Sampling Grid",250.165,-66.38309,-71.6774,2,
"Sampling Grid",250.170,-66.34982,-71.75206,2,
"Sampling Grid",250.175,-66.31652,-71.82653,2,
"Sampling Grid",250.180,-66.28318,-71.90079,2,
"Sampling Grid",250.185,-66.24981,-71.97486,2,
"Sampling Grid",250.190,-66.21641,-72.04874,2,
"Sampling Grid",250.195,-66.18297,-72.12242,2,
"Sampling Grid",250.200,-66.1495,-72.1959,2,
"Sampling Grid",255.000,-67.42956,-69.015,2,
"Sampling Grid",255.500,-67.39755,-69.09656,2,
"Sampling Grid",255.100,-67.36549,-69.17791,2,
"Sampling Grid",255.150,-67.3334,-69.25903,2,
"Sampling Grid",255.200,-67.30127,-69.33994,2,
"Sampling Grid",255.250,-67.26909,-69.42063,2,
"Sampling Grid",255.300,-67.23688,-69.5011,2,
"Sampling Grid",255.350,-67.20463,-69.58136,2,
"Sampling Grid",255.400,-67.17234,-69.66141,2,
"Sampling Grid",255.450,-67.14001,-69.74124,2,
"Sampling Grid",255.500,-67.10765,-69.82085,2,
"Sampling Grid",255.550,-67.07524,-69.90026,2,
"Sampling Grid",255.600,-67.0428,-69.97945,2,
"Sampling Grid",255.650,-67.01032,-70.05843,2,
"Sampling Grid",255.700,-66.9778,-70.13719,2,
"Sampling Grid",255.750,-66.94525,-70.21575,2,
"Sampling Grid",255.800,-66.91266,-70.2941,2,
"Sampling Grid",255.850,-66.88003,-70.37224,2,
"Sampling Grid",255.900,-66.84736,-70.45017,2,
"Sampling Grid",255.950,-66.81466,-70.5279,2,
"Sampling Grid",255.100,-66.78192,-70.60541,2,
"Sampling Grid",255.105,-66.74915,-70.68272,2,
"Sampling Grid",255.110,-66.71634,-70.75983,2,
"Sampling Grid",255.115,-66.68349,-70.83673,2,
"Sampling Grid",255.120,-66.65061,-70.91342,2,
"Sampling Grid",255.125,-66.61769,-70.98991,2,
"Sampling Grid",255.130,-66.58474,-71.0662,2,
"Sampling Grid",255.135,-66.55175,-71.14229,2,
"Sampling Grid",255.140,-66.51872,-71.21817,2,
"Sampling Grid",255.145,-66.48566,-71.29386,2,
"Sampling Grid",255.150,-66.45257,-71.36934,2,
"Sampling Grid",255.155,-66.41944,-71.44462,2,
"Sampling Grid",255.160,-66.38628,-71.5197,2,
"Sampling Grid",255.165,-66.35309,-71.59459,2,
"Sampling Grid",255.170,-66.31986,-71.66928,2,
"Sampling Grid",255.175,-66.28659,-71.74376,2,
"Sampling Grid",255.180,-66.2533,-71.81806,2,
"Sampling Grid",255.185,-66.21997,-71.89215,2,
"Sampling Grid",255.190,-66.1866,-71.96606,2,
"Sampling Grid",255.195,-66.1532,-72.03976,2,
"Sampling Grid",255.200,-66.11977,-72.11327,2,
"Sampling Grid",260.000,-67.39816,-68.93184,2,
"Sampling Grid",260.500,-67.36619,-69.0134,2,
"Sampling Grid",260.100,-67.33418,-69.09476,2,
"Sampling Grid",260.150,-67.30212,-69.17589,2,
"Sampling Grid",260.200,-67.27003,-69.25681,2,
"Sampling Grid",260.250,-67.2379,-69.33751,2,
"Sampling Grid",260.300,-67.20573,-69.41799,2,
"Sampling Grid",260.350,-67.17352,-69.49826,2,
"Sampling Grid",260.400,-67.14127,-69.57832,2,
"Sampling Grid",260.450,-67.10899,-69.65816,2,
"Sampling Grid",260.500,-67.07666,-69.73779,2,
"Sampling Grid",260.550,-67.0443,-69.81721,2,
"Sampling Grid",260.600,-67.0119,-69.89641,2,
"Sampling Grid",260.650,-66.97946,-69.97541,2,
"Sampling Grid",260.700,-66.94699,-70.05419,2,
"Sampling Grid",260.750,-66.91447,-70.13277,2,
"Sampling Grid",260.800,-66.88192,-70.21113,2,
"Sampling Grid",260.850,-66.84933,-70.28929,2,
"Sampling Grid",260.900,-66.81671,-70.36724,2,
"Sampling Grid",260.950,-66.78405,-70.44498,2,
"Sampling Grid",260.100,-66.75135,-70.52251,2,
"Sampling Grid",260.105,-66.71861,-70.59984,2,
"Sampling Grid",260.110,-66.68584,-70.67697,2,
"Sampling Grid",260.115,-66.65304,-70.75389,2,
"Sampling Grid",260.120,-66.6202,-70.8306,2,
"Sampling Grid",260.125,-66.58732,-70.90711,2,
"Sampling Grid",260.130,-66.5544,-70.98342,2,
"Sampling Grid",260.135,-66.52146,-71.05953,2,
"Sampling Grid",260.140,-66.48847,-71.13544,2,
"Sampling Grid",260.145,-66.45545,-71.21114,2,
"Sampling Grid",260.150,-66.4224,-71.28665,2,
"Sampling Grid",260.155,-66.38931,-71.36195,2,
"Sampling Grid",260.160,-66.35619,-71.43706,2,
"Sampling Grid",260.165,-66.32303,-71.51197,2,
"Sampling Grid",260.170,-66.28984,-71.58668,2,
"Sampling Grid",260.175,-66.25662,-71.6612,2,
"Sampling Grid",260.180,-66.22336,-71.73552,2,
"Sampling Grid",260.185,-66.19007,-71.80964,2,
"Sampling Grid",260.190,-66.15675,-71.88357,2,
"Sampling Grid",260.195,-66.12339,-71.9573,2,
"Sampling Grid",260.200,-66.09,-72.03084,2,
"Sampling Grid",265.000,-67.36672,-68.84889,2,
"Sampling Grid",265.500,-67.33479,-68.93047,2,
"Sampling Grid",265.100,-67.30282,-69.01182,2,
"Sampling Grid",265.150,-67.27081,-69.09297,2,
"Sampling Grid",265.200,-67.23876,-69.17389,2,
"Sampling Grid",265.250,-67.20667,-69.2546,2,
"Sampling Grid",265.300,-67.17454,-69.3351,2,
"Sampling Grid",265.350,-67.14237,-69.41538,2,
"Sampling Grid",265.400,-67.11016,-69.49545,2,
"Sampling Grid",265.450,-67.07792,-69.5753,2,
"Sampling Grid",265.500,-67.04564,-69.65494,2,
"Sampling Grid",265.550,-67.01331,-69.73437,2,
"Sampling Grid",265.600,-66.98096,-69.81359,2,
"Sampling Grid",265.650,-66.94856,-69.8926,2,
"Sampling Grid",265.700,-66.91612,-69.9714,2,
"Sampling Grid",265.750,-66.88365,-70.04999,2,
"Sampling Grid",265.800,-66.85114,-70.12837,2,
"Sampling Grid",265.850,-66.81859,-70.20654,2,
"Sampling Grid",265.900,-66.78601,-70.28451,2,
"Sampling Grid",265.950,-66.75339,-70.36227,2,
"Sampling Grid",265.100,-66.72073,-70.43982,2,
"Sampling Grid",265.105,-66.68804,-70.51717,2,
"Sampling Grid",265.110,-66.65531,-70.59431,2,
"Sampling Grid",265.115,-66.62254,-70.67125,2,
"Sampling Grid",265.120,-66.58974,-70.74798,2,
"Sampling Grid",265.125,-66.5569,-70.82452,2,
"Sampling Grid",265.130,-66.52403,-70.90085,2,
"Sampling Grid",265.135,-66.49112,-70.97697,2,
"Sampling Grid",265.140,-66.45818,-71.0529,2,
"Sampling Grid",265.145,-66.4252,-71.12863,2,
"Sampling Grid",265.150,-66.39218,-71.20416,2,
"Sampling Grid",265.155,-66.35914,-71.27949,2,
"Sampling Grid",265.160,-66.32605,-71.35462,2,
"Sampling Grid",265.165,-66.29294,-71.42955,2,
"Sampling Grid",265.170,-66.25979,-71.50429,2,
"Sampling Grid",265.175,-66.2266,-71.57883,2,
"Sampling Grid",265.180,-66.19338,-71.65317,2,
"Sampling Grid",265.185,-66.16013,-71.72732,2,
"Sampling Grid",265.190,-66.12685,-71.80128,2,
"Sampling Grid",265.195,-66.09353,-71.87504,2,
"Sampling Grid",265.200,-66.06018,-71.9486,2,
"Sampling Grid",270.000,-67.33523,-68.76616,2,
"Sampling Grid",270.500,-67.30334,-68.84774,2,
"Sampling Grid",270.100,-67.27141,-68.92911,2,
"Sampling Grid",270.150,-67.23944,-69.01026,2,
"Sampling Grid",270.200,-67.20743,-69.09119,2,
"Sampling Grid",270.250,-67.17539,-69.17191,2,
"Sampling Grid",270.300,-67.1433,-69.25242,2,
"Sampling Grid",270.350,-67.11117,-69.33271,2,
"Sampling Grid",270.400,-67.07901,-69.41279,2,
"Sampling Grid",270.450,-67.0468,-69.49265,2,
"Sampling Grid",270.500,-67.01456,-69.57231,2,
"Sampling Grid",270.550,-66.98228,-69.65175,2,
"Sampling Grid",270.600,-66.94996,-69.73098,2,
"Sampling Grid",270.650,-66.91761,-69.81,2,
"Sampling Grid",270.700,-66.88521,-69.88881,2,
"Sampling Grid",270.750,-66.85278,-69.96742,2,
"Sampling Grid",270.800,-66.82031,-70.04581,2,
"Sampling Grid",270.850,-66.78781,-70.124,2,
"Sampling Grid",270.900,-66.75526,-70.20198,2,
"Sampling Grid",270.950,-66.72268,-70.27976,2,
"Sampling Grid",270.100,-66.69007,-70.35733,2,
"Sampling Grid",270.105,-66.65741,-70.43469,2,
"Sampling Grid",270.110,-66.62472,-70.51186,2,
"Sampling Grid",270.115,-66.592,-70.58881,2,
"Sampling Grid",270.120,-66.55924,-70.66557,2,
"Sampling Grid",270.125,-66.52644,-70.74212,2,
"Sampling Grid",270.130,-66.49361,-70.81847,2,
"Sampling Grid",270.135,-66.46074,-70.89462,2,
"Sampling Grid",270.140,-66.42783,-70.97057,2,
"Sampling Grid",270.145,-66.3949,-71.04632,2,
"Sampling Grid",270.150,-66.36192,-71.12187,2,
"Sampling Grid",270.155,-66.32891,-71.19722,2,
"Sampling Grid",270.160,-66.29587,-71.27237,2,
"Sampling Grid",270.165,-66.26279,-71.34733,2,
"Sampling Grid",270.170,-66.22968,-71.42209,2,
"Sampling Grid",270.175,-66.19654,-71.49665,2,
"Sampling Grid",270.180,-66.16336,-71.57102,2,
"Sampling Grid",270.185,-66.13015,-71.6452,2,
"Sampling Grid",270.190,-66.0969,-71.71918,2,
"Sampling Grid",270.195,-66.06362,-71.79296,2,
"Sampling Grid",270.200,-66.03031,-71.86656,2,
"Sampling Grid",275.000,-67.3037,-68.68365,2,
"Sampling Grid",275.500,-67.27185,-68.76524,2,
"Sampling Grid",275.100,-67.23996,-68.84661,2,
"Sampling Grid",275.150,-67.20804,-68.92777,2,
"Sampling Grid",275.200,-67.17607,-69.00871,2,
"Sampling Grid",275.250,-67.14406,-69.08944,2,
"Sampling Grid",275.300,-67.11202,-69.16995,2,
"Sampling Grid",275.350,-67.07993,-69.25025,2,
"Sampling Grid",275.400,-67.04781,-69.33034,2,
"Sampling Grid",275.450,-67.01565,-69.41022,2,
"Sampling Grid",275.500,-66.98345,-69.48988,2,
"Sampling Grid",275.550,-66.95121,-69.56933,2,
"Sampling Grid",275.600,-66.91893,-69.64858,2,
"Sampling Grid",275.650,-66.88661,-69.72761,2,
"Sampling Grid",275.700,-66.85426,-69.80644,2,
"Sampling Grid",275.750,-66.82187,-69.88506,2,
"Sampling Grid",275.800,-66.78944,-69.96347,2,
"Sampling Grid",275.850,-66.75698,-70.04167,2,
"Sampling Grid",275.900,-66.72447,-70.11967,2,
"Sampling Grid",275.950,-66.69193,-70.19746,2,
"Sampling Grid",275.100,-66.65936,-70.27504,2,
"Sampling Grid",275.105,-66.62674,-70.35243,2,
"Sampling Grid",275.110,-66.5941,-70.42961,2,
"Sampling Grid",275.115,-66.56141,-70.50658,2,
"Sampling Grid",275.120,-66.52869,-70.58335,2,
"Sampling Grid",275.125,-66.49593,-70.65992,2,
"Sampling Grid",275.130,-66.46314,-70.73629,2,
"Sampling Grid",275.135,-66.43031,-70.81246,2,
"Sampling Grid",275.140,-66.39745,-70.88843,2,
"Sampling Grid",275.145,-66.36455,-70.9642,2,
"Sampling Grid",275.150,-66.33161,-71.03977,2,
"Sampling Grid",275.155,-66.29865,-71.11515,2,
"Sampling Grid",275.160,-66.26564,-71.19033,2,
"Sampling Grid",275.165,-66.2326,-71.2653,2,
"Sampling Grid",275.170,-66.19953,-71.34009,2,
"Sampling Grid",275.175,-66.16643,-71.41468,2,
"Sampling Grid",275.180,-66.13329,-71.48907,2,
"Sampling Grid",275.185,-66.10011,-71.56327,2,
"Sampling Grid",275.190,-66.06691,-71.63727,2,
"Sampling Grid",275.195,-66.03367,-71.71108,2,
"Sampling Grid",275.200,-66.00039,-71.7847,2,
"Sampling Grid",280.000,-67.27212,-68.60135,2,
"Sampling Grid",280.500,-67.24031,-68.68295,2,
"Sampling Grid",280.100,-67.20847,-68.76433,2,
"Sampling Grid",280.150,-67.17658,-68.84549,2,
"Sampling Grid",280.200,-67.14466,-68.92644,2,
"Sampling Grid",280.250,-67.11269,-69.00717,2,
"Sampling Grid",280.300,-67.08069,-69.0877,2,
"Sampling Grid",280.350,-67.04865,-69.16801,2,
"Sampling Grid",280.400,-67.01656,-69.2481,2,
"Sampling Grid",280.450,-66.98444,-69.32799,2,
"Sampling Grid",280.500,-66.95228,-69.40767,2,
"Sampling Grid",280.550,-66.92009,-69.48713,2,
